Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location
100088,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,DUVAL,9042022000,Acute Care Hospitals,Voluntary non-profit - Private,true,"800 PRUDENTIAL DR
JACKSONVILLE, FL 32207
(30.316273, -81.664099)"
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,SAINT JOHNS,9048194426,Acute Care Hospitals,Voluntary non-profit - Private,true,"400 HEALTH PARK BLVD
SAINT AUGUSTINE, FL 32086
(29.862626, -81.319513)"
100092,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,BREVARD,3216372603,Acute Care Hospitals,Voluntary non-profit - Private,true,"110 LONGWOOD AVE
ROCKLEDGE, FL 32955
(28.33454, -80.723248)"
100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,ESCAMBIA,8504344011,Acute Care Hospitals,Voluntary non-profit - Private,true,"1000 W MORENO ST
PENSACOLA, FL 32501
(30.428691, -87.232163)"
100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,POLK,8636761433,Acute Care Hospitals,Proprietary,true,"410 S 11TH ST
LAKE WALES, FL 33853
(27.896586, -81.564665)"
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33708,PINELLAS,7273986661,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"10000 BAY PINES BLVD.
BAY PINES, FL 33708
(27.813872, -82.777177)"
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,COLUMBIA,3862928000,Acute Care Hospitals,Voluntary non-profit - Private,true,"368 NE FRANKLIN ST
LAKE CITY, FL 32055
(30.193472, -82.633152)"
100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,7725674311,Acute Care Hospitals,Government - Hospital District or Authority,true,"1000 36TH ST
VERO BEACH, FL 32960
(27.658443, -80.396876)"
100106,DOCTOR'S MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,PERRY,FL,32348,TAYLOR,8505840800,Acute Care Hospitals,Voluntary non-profit - Private,true,"333 N BYRON BUTLER PKWY
PERRY, FL 32348
(30.121302, -83.592148)"
100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,LEE,2393692101,Acute Care Hospitals,Voluntary non-profit - Private,true,"1500 LEE BLVD
LEHIGH ACRES, FL 33936
(26.614294, -81.659485)"
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N LAKE BLVD,SEBRING,FL,33871,HIGHLANDS,8633144466,Acute Care Hospitals,Voluntary non-profit - Church,true,"4200 SUN N LAKE BLVD
SEBRING, FL 33871
(27.538455, -81.506881)"
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,4078462266,Acute Care Hospitals,Proprietary,true,"700 WEST OAK STREET
KISSIMMEE, FL 34741
(28.300919, -81.409316)"
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,3522658000,Acute Care Hospitals,Government - Federal,true,"1600 SW ARCHER RD
GAINESVILLE, FL 32610
(29.638271, -82.346041)"
100117,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,DUVAL,9042472900,Acute Care Hospitals,Voluntary non-profit - Private,true,"1350 13TH AVE S
JACKSONVILLE BEACH, FL 32250
(30.274502, -81.400352)"
100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,FLAGLER,3865862000,Acute Care Hospitals,Voluntary non-profit - Church,true,"60 MEMORIAL MEDICAL PKWY
PALM COAST, FL 32164
(29.478987, -81.190091)"
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,POLK,8635338111,Acute Care Hospitals,Proprietary,true,"2200 OSPREY BLVD
BARTOW, FL 33831
(27.918979, -81.846689)"
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,OKALOOSA,8506898100,Acute Care Hospitals,Voluntary non-profit - Private,true,"151 REDSTONE AVE SE
CRESTVIEW, FL 32539
(30.736945, -86.562026)"
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,SANTA ROSA,8506267762,Acute Care Hospitals,Proprietary,true,"6002 BERRYHILL RD
MILTON, FL 32570
(30.632616, -87.06825)"
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,7862438000,Acute Care Hospitals,Voluntary non-profit - Private,true,"975 BAPTIST WAY
HOMESTEAD, FL 33033
(25.478666, -80.428218)"
100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,7273811000,Acute Care Hospitals,Proprietary,true,"1501 PASADENA AVE S
SAINT PETERSBURG, FL 33707
(27.753517, -82.738176)"
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,PINELLAS,7274627000,Acute Care Hospitals,Voluntary non-profit - Private,true,"300 PINELLAS ST
CLEARWATER, FL 33756
(27.951855, -82.803766)"
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,HILLSBOROUGH,8138447000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1 TAMPA GENERAL CIR
TAMPA, FL 33606
(27.937332, -82.459651)"
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,PALM BEACH,5619966571,Acute Care Hospitals,Government - Hospital District or Authority,true,"39200 HOOKER HWY
BELLE GLADE, FL 33430
(26.725671, -80.67127)"
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,MIAMI-DADE,3056827000,Acute Care Hospitals,Voluntary non-profit - Private,true,"20900 BISCAYNE BLVD
AVENTURA, FL 33180
(25.969698, -80.144331)"
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,8137571200,Acute Care Hospitals,Voluntary non-profit - Private,true,"301 N ALEXANDER ST
PLANT CITY, FL 33563
(28.015806, -82.137999)"
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,BAKER,9042593151,Acute Care Hospitals,Voluntary non-profit - Private,true,"159 N 3RD ST
MACCLENNY, FL 32063
(30.285031, -82.119433)"
100135,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,LEON,8504311155,Acute Care Hospitals,Voluntary non-profit - Private,true,"1300 MICCOSUKEE RD
TALLAHASSEE, FL 32308
(30.456171, -84.260662)"
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,POLK,8634224971,Acute Care Hospitals,Proprietary,true,"40100 US HWY 27 N
DAVENPORT, FL 33837
"
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,NASSAU,9043213500,Acute Care Hospitals,Government - Local,true,"1250 S 18TH ST
FERNANDINA BEACH, FL 32034
(30.654209, -81.449287)"
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,JACKSON,8507182620,Acute Care Hospitals,Government - Hospital District or Authority,true,"4250 HOSPITAL DR
MARIANNA, FL 32446
(30.786601, -85.242053)"
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,MONROE,3052945531,Acute Care Hospitals,Proprietary,true,"5900 COLLEGE ROAD
KEY WEST, FL 33040
(24.581801, -81.743226)"
100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,DUVAL,9049532000,Acute Care Hospitals,Voluntary non-profit - Private,true,"4500 SAN PABLO RD
JACKSONVILLE, FL 32224
(30.263702, -81.437533)"
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,MIAMI-DADE,7866624000,Acute Care Hospitals,Voluntary non-profit - Private,true,"6200 SW 73RD ST
SOUTH MIAMI, FL 33143
(25.703051, -80.293367)"
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,COLUMBIA,3867199000,Acute Care Hospitals,Voluntary non-profit - Private,true,"340 NW COMMERCE DR
LAKE CITY, FL 32055
(30.18398, -82.68627)"
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,8636871100,Acute Care Hospitals,Voluntary non-profit - Private,true,"1324 LAKELAND HILLS BLVD
LAKELAND, FL 33805
(28.060742, -81.95324)"
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,SEMINOLE,4073214500,Acute Care Hospitals,Proprietary,true,"1401 W SEMINOLE BLVD
SANFORD, FL 32771
(28.816185, -81.283623)"
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,SARASOTA,9413421100,Acute Care Hospitals,Proprietary,true,"5731 BEE RIDGE RD
SARASOTA, FL 34233
(27.298975, -82.454848)"
100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,BROWARD,9545875010,Acute Care Hospitals,Proprietary,true,"401 NW 42ND AVE
PLANTATION, FL 33317
(26.126566, -80.204183)"
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,PALM BEACH,5613625002,Acute Care Hospitals,Voluntary non-profit - Private,true,"800 MEADOWS RD
BOCA RATON, FL 33486
(26.359805, -80.101771)"
100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,HILLSBOROUGH,8136157200,Acute Care Hospitals,Voluntary non-profit - Private,true,"3100 E FLETCHER AVE
TAMPA, FL 33613
(28.069226, -82.424525)"
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34265,DE SOTO,8634943535,Acute Care Hospitals,Voluntary non-profit - Private,true,"900 N ROBERT AVE
ARCADIA, FL 34265
"
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,PALM BEACH,5616221411,Acute Care Hospitals,Proprietary,true,"3360 BURNS RD
PALM BEACH GARDENS, FL 33410
(26.830693, -80.085472)"
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,3217997111,Acute Care Hospitals,Voluntary non-profit - Private,true,"701 W COCOA BEACH CAUSEWAY
COCOA BEACH, FL 32932
(28.357632, -80.633698)"
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,DUVAL,9043996111,Acute Care Hospitals,Proprietary,true,"3625 UNIVERSITY BLVD S
JACKSONVILLE, FL 32216
(30.288327, -81.602345)"
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,PINELLAS,7273841414,Acute Care Hospitals,Proprietary,true,"6500 38TH AVE N
SAINT PETERSBURG, FL 33710
(27.806305, -82.727034)"
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,MIAMI-DADE,3052847500,Acute Care Hospitals,Proprietary,true,"7031 SW 62ND AVE
SOUTH MIAMI, FL 33143
(25.705539, -80.293471)"
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,MIAMI-DADE,3054458461,Acute Care Hospitals,Proprietary,true,"3100 DOUGLAS RD
CORAL GABLES, FL 33134
(25.744581, -80.254373)"
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,MIAMI-DADE,3058235000,Acute Care Hospitals,Proprietary,true,"2001 W 68TH ST
HIALEAH, FL 33016
(25.884168, -80.324568)"
100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,BROWARD,9549740400,Acute Care Hospitals,Proprietary,true,"2801 N STATE RD 7
MARGATE, FL 33063
(26.260789, -80.201724)"
100191,MEDICAL CENTER OF TRINITY,"9332 SR 54, STE 401",TRINITY,FL,34655,PASCO,7278481733,Acute Care Hospitals,Proprietary,true,"9332 SR 54, STE 401
TRINITY, FL 34655
"
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,9547768500,Acute Care Hospitals,Government - Hospital District or Authority,true,"6401 N FEDERAL HWY
FORT LAUDERDALE, FL 33308
(26.206881, -80.108056)"
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,ALACHUA,3523334100,Acute Care Hospitals,Proprietary,true,"6500 NEWBERRY RD
GAINESVILLE, FL 32605
(29.659708, -82.412744)"
100206,MEMORIAL HOSPITAL OF TAMPA,2901 W SWANN AVE,TAMPA,FL,33609,HILLSBOROUGH,8138736400,Acute Care Hospitals,Proprietary,true,"2901 W SWANN AVE
TAMPA, FL 33609
(27.937443, -82.489828)"
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,MIAMI-DADE,3052233000,Acute Care Hospitals,Proprietary,true,"11750 BIRD RD
MIAMI, FL 33175
"
100211,BAYFRONT HEALTH DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,PASCO,3525683174,Acute Care Hospitals,Proprietary,true,"13100 FT KING RD
DADE CITY, FL 33525
(28.348624, -82.201686)"
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,MARION,3524011000,Acute Care Hospitals,Proprietary,true,"1431 SW 1ST AVE
OCALA, FL 34478
(29.174757, -82.137839)"
100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,MANATEE,9417926611,Acute Care Hospitals,Proprietary,true,"2020 59TH ST W
BRADENTON, FL 34209
(27.4819, -82.620467)"
100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,INDIAN RIVER,7725893187,Acute Care Hospitals,Proprietary,true,"13695 US HWY 1
SEBASTIAN, FL 32978
(27.844359, -80.488128)"
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,LEE,2397685000,Acute Care Hospitals,Government - Hospital District or Authority,true,"13681 DOCTORS WAY
FORT MYERS, FL 33912
(26.544025, -81.848561)"
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,OKALOOSA,8508621111,Acute Care Hospitals,Proprietary,true,"1000 MAR-WALT DR
FORT WALTON BEACH, FL 32547
(30.455535, -86.633622)"
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,BROWARD,9547212200,Acute Care Hospitals,Proprietary,true,"7201 N UNIVERSITY DR
TAMARAC, FL 33321
(26.211385, -80.252543)"
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,CLAY,9042768500,Acute Care Hospitals,Voluntary non-profit - Other,true,"2001 KINGSLEY AVE
ORANGE PARK, FL 32073
(30.164829, -81.737887)"
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,BROWARD,9544736600,Acute Care Hospitals,Proprietary,true,"8201 W BROWARD BLVD
PLANTATION, FL 33324
(26.120888, -80.260545)"
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,BROWARD,9549629650,Acute Care Hospitals,Government - Hospital District or Authority,true,"7800 SHERIDAN ST
PEMBROKE PINES, FL 33024
(26.03096, -80.244613)"
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,ESCAMBIA,8504944000,Acute Care Hospitals,Proprietary,true,"8383 N DAVIS HWY
PENSACOLA, FL 32514
(30.515253, -87.216849)"
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,PUTNAM,3863268500,Acute Care Hospitals,Proprietary,true,"611 ZEAGLER DR
PALATKA, FL 32177
(29.643001, -81.693532)"
100234,WEST PALM HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,5618446141,Acute Care Hospitals,Proprietary,true,"2201 45TH ST
WEST PALM BEACH, FL 33407
(26.758946, -80.087331)"
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,9416291181,Acute Care Hospitals,Proprietary,true,"21298 OLEAN BLVD
PORT CHARLOTTE, FL 33952
(26.987743, -82.098609)"
100238,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,PINELLAS,8135215000,Acute Care Hospitals,Proprietary,true,"6000 49TH ST N
SAINT PETERSBURG, FL 33709
(27.825548, -82.700003)"
100240,ANNE BATES LEACH EYE HOSPITAL,900 NW 17TH ST,MIAMI,FL,33136,MIAMI-DADE,3053266000,Acute Care Hospitals,Voluntary non-profit - Other,true,"900 NW 17TH ST
MIAMI, FL 33136
(25.791404, -80.210292)"
100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,8507477926,Acute Care Hospitals,Proprietary,true,"449 W 23RD ST
PANAMA CITY, FL 32405
(30.189678, -85.665874)"
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,HILLSBOROUGH,8136815551,Acute Care Hospitals,Proprietary,true,"119 OAKFIELD DR
BRANDON, FL 33511
(27.933973, -82.288295)"
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,LEE,2395742323,Acute Care Hospitals,Government - Hospital District or Authority,true,"636 DEL PRADO BLVD
CAPE CORAL, FL 33990
(26.639677, -81.940951)"
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,SAINT LUCIE,7724614000,Acute Care Hospitals,Proprietary,true,"1700 S 23RD ST
FORT PIERCE, FL 34950
(27.432023, -80.347357)"
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PINELLAS,7275885200,Acute Care Hospitals,Proprietary,true,"201 14TH ST SW
LARGO, FL 33770
(27.914944, -82.802596)"
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,CITRUS,3527956560,Acute Care Hospitals,Proprietary,true,"6201 N SUNCOAST BLVD
CRYSTAL RIVER, FL 34428
(28.951071, -82.625951)"
100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,OKEECHOBEE,8637632151,Acute Care Hospitals,Proprietary,true,"1796 HWY 441 NORTH
OKEECHOBEE, FL 34972
"
100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,PALM BEACH,5617472234,Acute Care Hospitals,Voluntary non-profit - Private,true,"1210 S OLD DIXIE HWY
JUPITER, FL 33458
(26.922814, -80.094539)"
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,8506565000,Acute Care Hospitals,Proprietary,true,"2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL 32308
(30.475414, -84.230675)"
100255,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,HILLSBOROUGH,8138827159,Acute Care Hospitals,Proprietary,true,"6001 WEBB RD
TAMPA, FL 33615
(28.002662, -82.575153)"
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PASCO,7278192929,Acute Care Hospitals,Proprietary,true,"14000 FIVAY RD
HUDSON, FL 34667
(28.361827, -82.690821)"
100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,PALM BEACH,5614984440,Acute Care Hospitals,Proprietary,true,"5352 LINTON BLVD
DELRAY BEACH, FL 33484
(26.439246, -80.127919)"
100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,HILLSBOROUGH,8136343301,Acute Care Hospitals,Proprietary,true,"4016 SUN CITY CENTER BLVD
SUN CITY CENTER, FL 33573
(27.71239, -82.365168)"
100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCIE,FL,34952,SAINT LUCIE,7723354000,Acute Care Hospitals,Proprietary,true,"1800 SE TIFFANY AVE
PORT SAINT LUCIE, FL 34952
(27.288962, -80.295488)"
100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,HERNANDO,3525966632,Acute Care Hospitals,Voluntary non-profit - Other,true,"11375 CORTEZ BLVD
BROOKSVILLE, FL 34613
(28.533305, -82.534496)"
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,PINELLAS,7277346950,Acute Care Hospitals,Voluntary non-profit - Private,true,"3231 MCMULLEN BOOTH RD
SAFETY HARBOR, FL 34695
(28.040326, -82.708971)"
100266,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,SANTA ROSA,8509342000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1110 GULF BREEZE PKWY
GULF BREEZE, FL 32561
(30.358735, -87.156476)"
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,SARASOTA,9414756571,Acute Care Hospitals,Proprietary,true,"700 MEDICAL BLVD
ENGLEWOOD, FL 34223
(26.948971, -82.326633)"
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,PALM BEACH,5614888000,Acute Care Hospitals,Proprietary,true,"21644 STATE RD 7
BOCA RATON, FL 33428
(26.354571, -80.203236)"
100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,PALM BEACH,5617534245,Acute Care Hospitals,Proprietary,true,"13001 SOUTHERN BLVD
LOXAHATCHEE, FL 33470
(26.681928, -80.251439)"
100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,PALM BEACH,5617988500,Acute Care Hospitals,Proprietary,true,"10101 FOREST HILL BLVD
WELLINGTON, FL 33414
(26.650806, -80.20477)"
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,BROWARD,9543443000,Acute Care Hospitals,Government - Hospital District or Authority,true,"3000 CORAL HILLS DR
CORAL SPRINGS, FL 33065
(26.268425, -80.254158)"
100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,FL,33137,MIAMI-DADE,3057518626,Acute Care Hospitals,Voluntary non-profit - Private,false,"5200 NE 2ND AVE
MIAMI, FL 33137
(25.823073, -80.191772)"
100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,BROWARD,9544365000,Acute Care Hospitals,Government - Hospital District or Authority,true,"703 N FLAMINGO RD
PEMBROKE PINES, FL 33028
(26.012252, -80.31195)"
100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,MIAMI-DADE,3052639270,Acute Care Hospitals,Proprietary,true,"2500 SW 75TH AVE
MIAMI, FL 33155
(25.746803, -80.317458)"
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,9545384810,Acute Care Hospitals,Voluntary non-profit - Other,true,"1901 SW 172ND AVE
MIRAMAR, FL 33029
(25.990744, -80.375996)"
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,COLLIER,2393484000,Acute Care Hospitals,Proprietary,true,"6101 PINE RIDGE ROAD
NAPLES, FL 34119
(26.211764, -81.730707)"
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,5616555511,Acute Care Hospitals,Proprietary,true,"1309 N FLAGLER DR
WEST PALM BEACH, FL 33401
(26.725431, -80.050092)"
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,5618406202,Acute Care Hospitals,Proprietary,true,"901 45TH ST
WEST PALM BEACH, FL 33407
(26.753231, -80.063243)"
100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33331,BROWARD,9546895000,Acute Care Hospitals,Proprietary,true,"3100 WESTON RD
WESTON, FL 33331
(26.080374, -80.365423)"
100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,SUMTER,3527518000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1451 EL CAMINO REAL
THE VILLAGES, FL 32159
(28.949433, -81.958428)"
100291,WUESTHOFF MEDICAL CENTER-MELBOURNE,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,BREVARD,3217521200,Acute Care Hospitals,Voluntary non-profit - Private,true,"250 NORTH WICKHAM ROAD
MELBOURNE, FL 32935
(28.110382, -80.672608)"
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,WALTON,8502783600,Acute Care Hospitals,Voluntary non-profit - Other,true,"7800 US HWY 98 W
MIRAMAR BEACH, FL 32550
(30.376817, -86.306807)"
100296,DOCTORS HOSPITAL,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,MIAMI-DADE,3056662111,Acute Care Hospitals,Voluntary non-profit - Other,true,"5000 UNIVERSITY DR
CORAL GABLES, FL 33146
(25.724785, -80.273145)"
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,MANATEE,9417822100,Acute Care Hospitals,Proprietary,true,"8330 LAKEWOOD RANCH BLVD
BRADENTON, FL 34202
(27.390816, -82.433337)"
100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,FL,34769,OSCEOLA,4074983432,Acute Care Hospitals,Proprietary,true,"2906 17TH STREET
SAINT CLOUD, FL 34769
(28.242403, -81.30358)"
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,DUVAL,9042963700,Acute Care Hospitals,Voluntary non-profit - Private,true,"4201 BELFORT RD
JACKSONVILLE, FL 32216
(30.253103, -81.584126)"
100313,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,PORT SAINT JOE,FL,32456,GULF,8502295600,Acute Care Hospitals,Voluntary non-profit - Private,true,"3801 E HWY 98
PORT SAINT JOE, FL 32456
(29.776556, -85.286399)"
